occupation,age,education_level,marital_status,communication_channel,call_month,call_day,call_duration,call_frequency,previous_campaign_outcome,conversion_status
manual_worker,27,high_school,married,unidentified,May,14,332,2,unidentified,0
executive,51,college,divorced,mobile,November,20,118,3,unidentified,0
retired_worker,58,high_school,married,mobile,May,26,165,1,unsuccessful,1
manual_worker,40,high_school,married,unidentified,June,20,570,2,unidentified,1
jobless,30,high_school,single,mobile,February,4,515,1,unidentified,0
technical_specialist,30,high_school,married,mobile,May,6,19,1,unidentified,0
executive,30,college,single,mobile,October,25,304,1,successful,1
administrative_staff,57,high_school,married,landline,February,4,1416,1,unidentified,1
manual_worker,29,high_school,married,mobile,February,2,153,1,unidentified,0
student,28,college,single,mobile,February,15,659,4,unidentified,1
independent_worker,31,college,married,mobile,November,21,635,1,unsuccessful,1
executive,28,college,married,mobile,May,27,89,4,unsuccessful,0
business_owner,30,high_school,single,mobile,February,3,1404,4,unidentified,1
executive,52,college,single,mobile,July,7,1284,1,unidentified,0
retired_worker,55,high_school,married,mobile,July,11,593,2,unidentified,0
student,32,high_school,single,unidentified,May,23,57,1,unidentified,0
manual_worker,32,high_school,married,mobile,May,14,19,8,unsuccessful,0
service_worker,30,high_school,divorced,unidentified,June,3,237,2,unidentified,0
executive,39,high_school,married,mobile,July,24,21,21,unidentified,0
jobless,45,high_school,married,unidentified,January,7,118,1,unidentified,1
service_worker,39,high_school,single,mobile,May,15,667,3,other_outcome,1
business_owner,27,college,married,mobile,July,28,306,6,unidentified,0
executive,41,high_school,married,mobile,November,18,233,2,unidentified,0
retired_worker,67,elementary_school,married,landline,May,26,283,2,successful,1
technical_specialist,49,high_school,married,mobile,October,21,262,3,unidentified,0
manual_worker,56,elementary_school,married,landline,July,2,176,1,unidentified,1
service_worker,55,unidentified,married,mobile,August,27,672,6,unidentified,1
service_worker,45,high_school,single,unidentified,May,12,111,4,unidentified,0
service_worker,44,high_school,married,mobile,November,18,218,2,successful,0
technical_specialist,32,high_school,married,mobile,August,6,1044,4,unidentified,1
technical_specialist,39,high_school,divorced,mobile,May,7,17,2,unidentified,0
manual_worker,29,high_school,single,unidentified,May,29,106,4,unidentified,0
service_worker,34,high_school,married,unidentified,May,9,117,9,unidentified,0
executive,38,college,single,mobile,August,19,118,2,unidentified,0
retired_worker,71,college,divorced,mobile,September,14,335,4,unidentified,1
manual_worker,38,elementary_school,single,unidentified,May,21,35,1,unidentified,0
executive,45,college,divorced,mobile,January,29,128,1,unsuccessful,0
manual_worker,43,elementary_school,single,mobile,July,9,1242,1,unidentified,1
manual_worker,42,elementary_school,married,mobile,August,11,265,1,successful,1
independent_worker,33,high_school,married,mobile,August,18,73,7,unidentified,0
executive,48,college,married,landline,November,10,248,1,unidentified,1
executive,45,college,married,unidentified,June,3,192,4,unidentified,0
technical_specialist,60,high_school,married,mobile,August,18,37,3,unidentified,0
administrative_staff,46,high_school,divorced,unidentified,May,26,120,1,unidentified,0
manual_worker,30,elementary_school,married,mobile,August,31,219,1,unsuccessful,1
technical_specialist,27,high_school,married,mobile,July,23,228,2,unidentified,1
administrative_staff,31,high_school,single,mobile,November,21,529,1,unidentified,1
administrative_staff,60,high_school,married,mobile,October,1,131,2,other_outcome,0
student,24,high_school,single,mobile,November,13,256,2,unsuccessful,1
retired_worker,59,high_school,divorced,mobile,April,30,720,1,unidentified,1
technical_specialist,51,college,married,mobile,May,7,662,2,successful,1
service_worker,25,high_school,single,mobile,June,4,89,2,unidentified,1
manual_worker,43,unidentified,married,unidentified,May,16,37,1,unidentified,0
manual_worker,32,high_school,married,mobile,June,3,1076,2,other_outcome,1
administrative_staff,38,high_school,married,mobile,November,21,119,1,unsuccessful,0
executive,52,college,married,mobile,August,5,112,2,unidentified,0
executive,55,college,married,unidentified,May,29,206,2,unidentified,0
student,24,unidentified,single,mobile,June,14,245,1,other_outcome,1
retired_worker,68,college,married,mobile,August,3,392,4,successful,1
retired_worker,60,high_school,married,mobile,March,16,279,1,other_outcome,1
technical_specialist,42,high_school,married,unidentified,June,5,90,1,unidentified,0
executive,44,college,married,mobile,June,2,294,1,unidentified,1
student,25,college,single,mobile,July,24,139,5,unidentified,1
administrative_staff,35,high_school,single,mobile,July,21,143,1,other_outcome,1
technical_specialist,58,high_school,married,landline,November,30,1628,2,successful,1
business_owner,41,college,married,unidentified,June,20,102,3,unidentified,0
executive,44,college,divorced,unidentified,May,23,597,6,unidentified,1
administrative_staff,30,high_school,single,mobile,May,18,16,6,other_outcome,0
technical_specialist,54,high_school,married,mobile,August,12,117,2,unidentified,0
executive,50,college,divorced,mobile,April,20,198,1,unidentified,0
manual_worker,57,elementary_school,married,mobile,August,12,1134,2,unidentified,1
administrative_staff,50,high_school,married,mobile,August,5,720,2,unidentified,1
technical_specialist,40,college,single,mobile,July,7,180,2,unidentified,1
manual_worker,47,elementary_school,married,mobile,May,7,58,1,unidentified,0
executive,28,college,single,unidentified,November,4,15,1,unidentified,0
student,26,high_school,single,mobile,May,28,663,3,other_outcome,1
service_worker,51,high_school,divorced,unidentified,June,18,371,2,unidentified,1
executive,45,college,divorced,mobile,July,8,730,1,unidentified,1
manual_worker,41,elementary_school,married,unidentified,June,18,1574,3,unidentified,1
executive,30,college,single,mobile,October,15,244,1,successful,1
technical_specialist,42,high_school,divorced,mobile,April,16,127,1,unidentified,1
executive,46,college,married,mobile,September,23,145,1,unsuccessful,0
manual_worker,27,high_school,married,unidentified,May,19,105,1,unidentified,0
technical_specialist,40,high_school,married,mobile,October,16,447,1,unsuccessful,1
manual_worker,41,elementary_school,divorced,mobile,July,15,955,5,unidentified,1
executive,28,college,single,mobile,May,5,338,1,unidentified,1
executive,40,college,married,landline,October,23,138,1,unidentified,1
executive,30,college,married,mobile,November,19,191,2,unsuccessful,0
manual_worker,50,elementary_school,married,landline,April,6,180,1,unidentified,1
executive,35,college,divorced,mobile,July,25,862,1,unidentified,1
retired_worker,57,elementary_school,married,unidentified,June,17,97,1,unidentified,0
executive,31,college,single,mobile,August,18,384,11,unidentified,1
technical_specialist,30,high_school,single,mobile,August,18,16,15,unidentified,0
executive,57,college,married,unidentified,May,28,463,1,unidentified,0
executive,32,college,single,mobile,April,22,400,1,unidentified,1
retired_worker,73,college,married,mobile,March,24,136,1,unidentified,1
executive,59,college,married,landline,July,25,159,4,unidentified,0
administrative_staff,33,college,single,mobile,March,30,238,4,unidentified,1
technical_specialist,40,high_school,married,mobile,October,16,717,2,unidentified,1
manual_worker,34,elementary_school,married,mobile,May,14,685,2,unidentified,0
manual_worker,27,high_school,single,mobile,May,13,159,1,successful,1
service_worker,43,high_school,single,mobile,May,14,88,4,unidentified,0
domestic_worker,45,high_school,married,mobile,November,3,215,1,unidentified,1
technical_specialist,59,high_school,married,mobile,October,14,585,1,successful,1
domestic_worker,44,elementary_school,married,mobile,July,30,1211,2,unidentified,1
domestic_worker,35,elementary_school,married,mobile,July,17,923,2,unidentified,1
manual_worker,29,elementary_school,married,mobile,July,7,210,1,unidentified,0
executive,39,college,married,mobile,May,12,775,3,unidentified,1
administrative_staff,30,high_school,single,mobile,January,28,622,1,unidentified,1
jobless,41,college,married,mobile,October,30,373,3,unidentified,1
technical_specialist,51,high_school,married,unidentified,June,4,84,7,unidentified,0
technical_specialist,30,college,married,mobile,January,12,316,2,unidentified,1
executive,59,college,married,mobile,April,20,392,1,unidentified,1
independent_worker,56,college,married,mobile,February,3,83,3,unidentified,0
executive,45,college,married,mobile,May,6,138,3,unidentified,0
student,33,high_school,married,mobile,February,9,359,1,successful,1
executive,24,high_school,married,unidentified,June,20,546,10,unidentified,1
manual_worker,28,high_school,single,mobile,June,1,154,2,successful,1
executive,33,college,divorced,mobile,May,13,23,1,unsuccessful,0
independent_worker,51,high_school,married,mobile,July,7,200,1,unidentified,0
retired_worker,59,college,divorced,mobile,August,10,252,1,successful,1
retired_worker,82,high_school,married,landline,February,19,330,1,unidentified,1
manual_worker,39,college,married,mobile,July,16,686,6,unidentified,1
technical_specialist,48,high_school,single,mobile,February,3,1393,1,unidentified,1
unidentified,77,unidentified,married,landline,November,8,207,1,successful,0
jobless,27,high_school,single,mobile,October,21,181,1,other_outcome,1
administrative_staff,34,high_school,single,mobile,April,30,246,2,unidentified,1
manual_worker,39,high_school,married,mobile,February,4,38,8,unidentified,0
executive,30,college,single,mobile,April,30,306,2,unidentified,1
technical_specialist,35,high_school,married,mobile,May,6,187,8,unidentified,0
executive,37,elementary_school,married,mobile,April,6,610,2,unsuccessful,0
manual_worker,52,high_school,married,unidentified,May,6,26,1,unidentified,0
executive,24,college,single,mobile,September,27,1298,1,unidentified,1
technical_specialist,38,high_school,married,mobile,July,14,766,3,unidentified,1
jobless,27,college,single,unidentified,May,13,163,3,unidentified,0
executive,35,college,married,mobile,November,11,229,2,successful,1
technical_specialist,46,high_school,married,mobile,May,12,614,3,unidentified,1
administrative_staff,46,high_school,married,mobile,January,29,194,4,other_outcome,0
technical_specialist,41,high_school,married,mobile,August,22,336,10,unidentified,1
technical_specialist,42,high_school,married,mobile,November,19,76,1,unidentified,0
administrative_staff,49,high_school,married,unidentified,June,3,50,3,unidentified,0
manual_worker,52,elementary_school,married,mobile,January,28,223,1,unidentified,1
retired_worker,61,high_school,divorced,mobile,December,7,334,3,unidentified,0
administrative_staff,58,high_school,married,landline,July,29,616,13,unidentified,1
technical_specialist,39,college,divorced,mobile,May,6,488,1,unidentified,1
executive,37,college,divorced,mobile,July,15,514,5,unidentified,1
jobless,35,high_school,married,mobile,December,29,1370,3,successful,1
executive,33,college,married,mobile,May,5,301,1,unsuccessful,0
jobless,52,high_school,married,mobile,September,13,218,3,successful,1
executive,52,college,married,mobile,May,17,376,1,successful,1
business_owner,44,college,married,unidentified,July,4,566,3,unidentified,0
student,31,high_school,single,mobile,June,15,220,1,other_outcome,1
executive,55,high_school,married,mobile,September,22,182,1,successful,1
executive,30,college,single,mobile,April,9,152,2,unidentified,1
student,27,college,single,mobile,April,8,335,2,unidentified,0
executive,55,college,divorced,mobile,June,5,103,2,other_outcome,1
technical_specialist,34,high_school,married,mobile,February,3,192,1,unidentified,0
executive,37,high_school,single,unidentified,May,16,1187,4,unidentified,1
independent_worker,45,college,divorced,mobile,May,12,528,5,unidentified,1
business_owner,37,college,single,mobile,April,13,294,1,unidentified,0
executive,32,college,single,mobile,August,21,686,5,unidentified,1
manual_worker,38,high_school,divorced,unidentified,July,9,120,3,unidentified,0
administrative_staff,26,high_school,single,mobile,April,30,457,1,successful,1
jobless,59,elementary_school,married,landline,November,20,733,1,unidentified,0
retired_worker,58,college,divorced,mobile,April,9,162,4,unsuccessful,0
administrative_staff,33,college,single,mobile,May,7,1046,1,unidentified,1
executive,36,college,single,mobile,August,7,336,4,unidentified,0
retired_worker,79,high_school,divorced,landline,August,9,440,5,unsuccessful,0
executive,37,college,single,unidentified,May,20,121,1,unidentified,0
service_worker,32,high_school,single,mobile,January,29,1181,1,unidentified,1
executive,30,college,single,mobile,March,23,269,1,unidentified,0
executive,44,college,married,mobile,May,27,412,1,unidentified,1
jobless,41,high_school,married,mobile,May,5,400,1,unidentified,1
executive,32,college,married,unidentified,May,27,24,1,unidentified,0
retired_worker,68,college,married,mobile,February,3,279,2,unsuccessful,1
service_worker,26,high_school,single,landline,June,18,280,6,other_outcome,1
technical_specialist,41,high_school,single,mobile,November,20,2420,3,unidentified,1
jobless,51,high_school,married,mobile,August,22,735,1,unidentified,1
service_worker,33,high_school,married,unidentified,May,20,274,2,unidentified,0
student,32,unidentified,single,mobile,February,6,119,8,unidentified,0
technical_specialist,41,high_school,married,unidentified,June,2,157,3,unidentified,0
student,27,high_school,single,landline,November,14,239,1,unidentified,1
domestic_worker,71,elementary_school,divorced,mobile,November,10,301,2,successful,1
technical_specialist,38,college,single,unidentified,June,17,1051,3,unidentified,1
manual_worker,28,high_school,single,unidentified,May,9,2016,2,unidentified,1
administrative_staff,32,high_school,married,mobile,February,5,76,1,unsuccessful,0
administrative_staff,26,high_school,single,mobile,February,9,190,1,unidentified,1
administrative_staff,57,elementary_school,married,mobile,April,30,176,2,unidentified,0
student,23,college,single,mobile,November,17,266,1,unidentified,1
executive,35,college,single,mobile,July,16,70,1,unidentified,0
technical_specialist,32,high_school,single,mobile,August,8,580,3,unidentified,1
technical_specialist,32,college,single,unidentified,May,21,860,2,unidentified,1
manual_worker,46,college,single,mobile,April,7,299,1,unidentified,1
retired_worker,49,elementary_school,married,unidentified,June,16,73,2,unidentified,0
executive,40,high_school,married,unidentified,June,12,577,2,unidentified,1
service_worker,40,high_school,married,unidentified,June,20,98,1,unidentified,0
student,38,college,single,unidentified,June,17,1345,3,unidentified,1
independent_worker,29,college,single,mobile,May,18,427,1,unidentified,1
administrative_staff,36,high_school,married,mobile,July,31,101,4,unidentified,0
retired_worker,59,elementary_school,married,landline,June,19,1321,3,unidentified,1
manual_worker,35,high_school,single,mobile,April,17,360,1,unidentified,0
technical_specialist,39,high_school,married,mobile,February,18,208,4,unidentified,1
technical_specialist,40,unidentified,single,unidentified,May,14,1028,2,unidentified,1
service_worker,31,high_school,single,mobile,November,13,239,2,successful,1
executive,33,college,married,mobile,August,5,1109,2,unidentified,1
executive,40,college,married,mobile,August,12,196,2,unidentified,0
technical_specialist,56,college,married,mobile,January,28,186,1,unsuccessful,1
executive,30,college,single,mobile,November,21,710,1,unidentified,1
manual_worker,39,high_school,single,mobile,November,20,149,1,unsuccessful,0
service_worker,30,high_school,single,mobile,July,7,161,2,unidentified,0
service_worker,45,high_school,married,unidentified,June,2,222,2,unidentified,0
manual_worker,48,high_school,married,mobile,May,4,361,1,successful,1
executive,28,college,single,mobile,October,20,676,2,unsuccessful,1
administrative_staff,31,high_school,married,mobile,April,16,357,2,unidentified,0
student,29,high_school,single,mobile,December,15,279,3,other_outcome,1
manual_worker,36,high_school,married,unidentified,May,8,826,3,unidentified,0
independent_worker,39,college,married,mobile,July,25,1106,1,unidentified,0
business_owner,32,college,married,mobile,July,19,187,11,unidentified,1
manual_worker,25,high_school,single,mobile,March,18,265,1,unidentified,1
manual_worker,30,college,single,mobile,April,7,465,4,unidentified,1
manual_worker,49,high_school,married,unidentified,May,27,265,2,unidentified,0
manual_worker,35,elementary_school,divorced,unidentified,July,1,55,1,unidentified,0
administrative_staff,54,high_school,married,mobile,November,17,146,1,unidentified,0
executive,55,college,divorced,mobile,August,5,1019,2,successful,1
manual_worker,34,elementary_school,single,mobile,November,19,207,1,unidentified,0
unidentified,54,high_school,married,mobile,November,12,104,1,other_outcome,1
jobless,48,high_school,married,mobile,August,12,504,2,successful,1
retired_worker,45,high_school,divorced,mobile,May,11,82,2,unidentified,0
executive,52,college,married,mobile,February,4,489,1,unidentified,1
technical_specialist,58,elementary_school,married,mobile,October,15,441,5,unsuccessful,1
administrative_staff,45,high_school,married,mobile,July,23,808,1,unidentified,1
technical_specialist,26,college,single,mobile,May,31,775,1,unidentified,1
technical_specialist,54,high_school,married,mobile,February,24,87,1,unsuccessful,0
technical_specialist,40,college,married,mobile,September,16,1702,3,successful,1
technical_specialist,54,high_school,married,landline,April,30,766,3,successful,1
service_worker,32,high_school,married,mobile,April,16,1365,2,unsuccessful,1
manual_worker,28,high_school,single,mobile,July,4,1044,3,unidentified,1
manual_worker,27,college,single,mobile,June,2,657,1,successful,1
executive,55,college,divorced,mobile,August,18,309,4,unidentified,1
technical_specialist,63,high_school,married,mobile,August,14,276,2,unidentified,1
administrative_staff,42,high_school,divorced,unidentified,May,16,844,1,unidentified,1
manual_worker,47,high_school,married,mobile,August,11,479,1,unidentified,1
manual_worker,37,elementary_school,married,mobile,March,26,267,2,unidentified,0
domestic_worker,57,elementary_school,married,unidentified,May,16,38,3,unidentified,0
administrative_staff,39,high_school,married,unidentified,May,7,106,1,unidentified,0
administrative_staff,42,high_school,married,mobile,February,3,126,1,unidentified,0
technical_specialist,52,college,married,mobile,May,4,601,3,unidentified,1
jobless,30,college,single,landline,June,5,366,1,unidentified,1
executive,36,college,married,unidentified,May,28,121,1,unidentified,0
manual_worker,38,high_school,single,mobile,April,1,257,2,unidentified,0
administrative_staff,29,high_school,single,mobile,August,10,317,2,unsuccessful,1
executive,46,college,divorced,mobile,December,30,369,2,unidentified,1
independent_worker,44,elementary_school,married,mobile,November,20,843,3,unidentified,0
service_worker,42,unidentified,single,mobile,November,21,34,2,unidentified,0
manual_worker,30,high_school,single,unidentified,June,2,747,2,unidentified,1
executive,30,college,married,mobile,April,30,262,3,other_outcome,1
executive,47,high_school,married,mobile,July,31,367,4,unidentified,0
student,24,high_school,single,mobile,July,21,314,1,successful,1
technical_specialist,31,high_school,married,mobile,November,20,111,2,unsuccessful,0
jobless,28,college,married,mobile,May,25,119,1,unidentified,1
manual_worker,39,high_school,married,landline,April,20,368,1,unidentified,0
service_worker,34,high_school,married,mobile,May,13,124,1,unidentified,0
student,25,unidentified,single,mobile,September,8,140,1,unidentified,1
executive,26,college,divorced,mobile,January,29,66,2,unsuccessful,0
administrative_staff,38,high_school,married,mobile,February,2,67,1,other_outcome,0
technical_specialist,41,high_school,married,mobile,November,21,285,3,unsuccessful,0
independent_worker,30,college,single,mobile,February,2,402,1,unidentified,1
service_worker,23,high_school,married,mobile,May,15,210,2,unidentified,0
manual_worker,37,unidentified,married,mobile,May,11,161,1,unidentified,0
technical_specialist,39,high_school,married,mobile,September,8,108,2,successful,1
domestic_worker,49,unidentified,divorced,unidentified,June,6,18,2,unidentified,0
retired_worker,57,high_school,married,landline,July,12,567,1,successful,1
manual_worker,38,high_school,married,unidentified,May,7,309,2,unidentified,0
independent_worker,31,high_school,married,mobile,July,24,171,1,unidentified,0
executive,57,college,married,mobile,March,11,266,2,unidentified,1
jobless,44,high_school,married,mobile,February,2,699,1,unsuccessful,1
technical_specialist,51,high_school,married,mobile,February,2,467,2,unidentified,1
business_owner,31,college,married,unidentified,October,18,558,1,unidentified,0
student,18,elementary_school,single,landline,August,10,122,3,unidentified,0
executive,58,college,married,landline,November,14,160,1,unidentified,1
administrative_staff,36,college,single,mobile,November,11,118,4,unsuccessful,0
jobless,30,high_school,single,mobile,November,12,110,1,unsuccessful,1
executive,48,college,divorced,mobile,May,26,208,2,other_outcome,1
manual_worker,44,elementary_school,single,mobile,May,15,551,1,unsuccessful,1
unidentified,59,college,married,mobile,January,29,966,1,unidentified,0
executive,33,college,single,landline,June,5,109,1,unidentified,0
technical_specialist,24,high_school,single,unidentified,June,17,247,1,unidentified,1
manual_worker,49,elementary_school,married,landline,July,23,161,2,unidentified,0
executive,28,college,married,mobile,August,4,849,1,unidentified,1
manual_worker,36,high_school,married,mobile,May,14,224,4,unidentified,1
executive,30,college,married,mobile,June,4,194,1,unidentified,1
service_worker,36,high_school,married,unidentified,May,9,93,2,unidentified,0
manual_worker,35,unidentified,divorced,unidentified,October,11,4,1,other_outcome,0
administrative_staff,27,unidentified,single,mobile,June,14,212,4,unidentified,1
executive,28,college,single,mobile,July,2,281,1,unidentified,0
service_worker,26,high_school,married,unidentified,May,13,116,1,unidentified,0
manual_worker,31,high_school,married,unidentified,May,21,254,3,unidentified,0
administrative_staff,50,high_school,married,mobile,December,7,254,3,other_outcome,1
executive,41,college,married,mobile,July,10,783,1,unidentified,0
technical_specialist,31,high_school,divorced,unidentified,June,16,81,5,unidentified,0
executive,46,college,married,mobile,August,21,120,2,unidentified,0
service_worker,50,high_school,married,mobile,April,20,102,6,unsuccessful,0
technical_specialist,45,unidentified,single,landline,July,31,6,2,unidentified,0
jobless,37,high_school,married,mobile,March,11,335,1,unidentified,1
executive,42,elementary_school,married,mobile,August,20,273,1,successful,1
technical_specialist,53,high_school,married,mobile,August,20,123,2,unidentified,0
executive,30,college,married,mobile,May,22,122,2,unsuccessful,0
manual_worker,55,elementary_school,married,landline,November,21,64,3,unidentified,0
manual_worker,52,elementary_school,married,mobile,August,22,150,2,unidentified,0
executive,35,high_school,single,mobile,July,31,372,2,unidentified,0
manual_worker,40,elementary_school,married,mobile,July,31,1007,9,unidentified,1
manual_worker,57,elementary_school,married,mobile,April,3,239,2,unidentified,0
executive,33,college,single,mobile,August,27,191,4,unidentified,0
technical_specialist,39,high_school,divorced,mobile,May,13,69,1,unsuccessful,0
service_worker,37,high_school,single,mobile,January,30,267,6,unidentified,0
administrative_staff,30,high_school,married,mobile,May,13,366,3,unsuccessful,1
manual_worker,35,elementary_school,married,mobile,May,13,237,2,other_outcome,0
executive,38,college,single,mobile,February,19,255,2,successful,1
administrative_staff,55,high_school,married,unidentified,May,15,94,1,unidentified,0
manual_worker,42,high_school,married,mobile,May,12,53,2,unidentified,0
executive,45,college,married,unidentified,June,16,77,5,unidentified,0
executive,32,college,single,unidentified,May,26,123,14,unidentified,0
manual_worker,24,high_school,single,mobile,July,8,210,5,unidentified,1
technical_specialist,32,college,single,mobile,September,15,126,2,other_outcome,1
administrative_staff,37,high_school,single,mobile,April,20,81,1,unidentified,0
manual_worker,32,college,single,unidentified,November,13,90,1,unidentified,1
technical_specialist,52,college,married,mobile,August,14,244,2,unidentified,0
manual_worker,42,elementary_school,married,unidentified,May,9,214,2,unidentified,0
domestic_worker,38,high_school,divorced,mobile,October,27,255,3,successful,1
technical_specialist,52,high_school,married,mobile,April,20,438,1,unidentified,1
manual_worker,31,high_school,single,unidentified,May,7,446,1,unidentified,0
administrative_staff,32,college,single,mobile,March,18,278,2,unidentified,1
retired_worker,69,high_school,married,mobile,August,25,412,2,unidentified,1
administrative_staff,35,high_school,single,unidentified,June,12,46,1,unidentified,0
service_worker,32,high_school,married,mobile,February,5,150,1,unsuccessful,0
executive,36,college,single,mobile,July,7,529,1,successful,0
service_worker,22,high_school,married,unidentified,May,20,56,1,unidentified,0
manual_worker,54,elementary_school,divorced,landline,May,13,414,1,successful,1
executive,44,college,married,mobile,July,9,73,3,unidentified,0
executive,38,unidentified,married,mobile,May,26,579,1,unidentified,1
business_owner,36,college,married,mobile,April,9,339,1,unidentified,0
administrative_staff,38,high_school,married,mobile,April,7,60,3,unidentified,0
administrative_staff,36,high_school,married,mobile,July,23,1201,6,unidentified,1
retired_worker,61,college,married,mobile,March,2,1447,2,unidentified,1
technical_specialist,39,high_school,single,mobile,July,7,718,2,unidentified,1
service_worker,30,high_school,single,mobile,November,21,312,1,unidentified,0
executive,52,college,married,mobile,August,19,1032,3,unidentified,1
independent_worker,26,college,single,mobile,January,29,168,3,unidentified,0
manual_worker,27,high_school,single,mobile,May,11,177,4,unsuccessful,0
executive,32,college,single,mobile,August,13,414,1,unidentified,1
executive,48,college,married,mobile,September,15,150,1,successful,1
student,27,high_school,single,mobile,March,31,175,1,unsuccessful,1
technical_specialist,33,college,single,unidentified,May,27,198,2,unidentified,0
business_owner,39,high_school,married,mobile,November,21,108,7,unidentified,0
jobless,30,high_school,single,mobile,February,15,337,1,successful,1
retired_worker,60,elementary_school,married,unidentified,May,28,338,2,unidentified,0
manual_worker,55,elementary_school,divorced,unidentified,June,19,120,1,unidentified,0
technical_specialist,60,high_school,married,mobile,August,11,329,2,successful,1
executive,40,college,married,unidentified,May,30,115,1,unidentified,0
executive,60,college,married,unidentified,June,20,155,2,unidentified,0
administrative_staff,49,high_school,divorced,mobile,August,5,211,1,unidentified,1
administrative_staff,38,high_school,single,mobile,February,3,315,2,unsuccessful,1
manual_worker,50,high_school,married,mobile,May,14,97,2,unidentified,0
business_owner,51,college,married,mobile,November,20,191,2,unsuccessful,0
independent_worker,33,high_school,married,mobile,August,28,958,6,unidentified,0
executive,53,college,divorced,mobile,July,30,75,5,unidentified,0
manual_worker,27,elementary_school,single,mobile,October,26,701,2,unidentified,1
executive,35,college,single,mobile,February,2,504,1,unidentified,0
administrative_staff,45,high_school,married,mobile,August,6,406,2,unidentified,1
executive,67,college,married,mobile,August,7,345,2,unidentified,1
technical_specialist,38,high_school,single,mobile,June,4,96,2,successful,1
executive,54,college,divorced,mobile,June,2,161,1,successful,0
executive,39,college,single,mobile,May,22,271,1,successful,1
independent_worker,38,college,married,mobile,May,6,69,2,unidentified,0
student,26,high_school,single,mobile,September,16,190,1,unidentified,1
business_owner,58,college,married,mobile,January,30,540,1,other_outcome,0
unidentified,47,unidentified,married,unidentified,June,18,64,2,unidentified,0
retired_worker,80,elementary_school,married,landline,May,4,209,1,successful,1
manual_worker,55,high_school,married,mobile,July,8,267,2,unidentified,0
executive,60,college,married,mobile,August,7,401,3,unidentified,1
jobless,39,high_school,single,unidentified,May,21,339,3,unidentified,0
executive,40,elementary_school,married,mobile,April,2,399,2,unsuccessful,0
service_worker,30,high_school,divorced,mobile,May,13,54,1,successful,0
executive,44,college,married,mobile,July,31,49,5,unidentified,0
unidentified,57,unidentified,married,unidentified,May,28,74,2,unidentified,0
technical_specialist,39,college,married,mobile,August,28,144,4,unidentified,0
administrative_staff,27,high_school,married,mobile,June,5,397,1,unidentified,1
executive,55,college,divorced,mobile,June,3,591,2,unidentified,1
domestic_worker,47,high_school,married,mobile,July,25,110,1,unidentified,0
executive,47,college,single,mobile,June,15,257,1,unidentified,1
retired_worker,60,elementary_school,married,unidentified,May,6,631,2,unidentified,0
unidentified,46,unidentified,married,unidentified,May,16,323,3,unidentified,0
executive,32,college,single,mobile,July,8,141,4,unidentified,0
retired_worker,53,high_school,married,unidentified,May,5,216,2,unidentified,0
administrative_staff,53,high_school,married,unidentified,June,20,1094,3,unidentified,1
executive,32,college,single,mobile,August,28,85,4,unidentified,0
executive,50,high_school,married,unidentified,June,2,367,3,unidentified,0
technical_specialist,33,high_school,single,mobile,February,9,501,2,unidentified,1
executive,62,college,married,landline,August,6,245,3,unidentified,1
technical_specialist,38,high_school,married,mobile,July,31,44,28,unidentified,0
executive,35,college,married,mobile,April,23,93,3,unidentified,1
jobless,55,elementary_school,married,mobile,August,31,241,1,unsuccessful,0
executive,48,college,married,unidentified,June,20,792,1,unidentified,1
business_owner,48,college,married,unidentified,June,6,383,1,unidentified,0
manual_worker,51,elementary_school,married,unidentified,May,8,200,2,unidentified,0
technical_specialist,56,high_school,married,mobile,August,5,335,3,unidentified,0
manual_worker,45,unidentified,married,unidentified,May,30,343,3,unidentified,0
manual_worker,38,college,single,unidentified,June,20,1422,10,unidentified,1
service_worker,46,high_school,married,mobile,August,22,565,2,unidentified,1
executive,59,elementary_school,married,mobile,November,19,104,1,unsuccessful,0
jobless,31,college,married,mobile,July,13,309,1,successful,1
executive,41,high_school,married,mobile,February,27,87,2,unidentified,1
manual_worker,38,high_school,married,unidentified,June,16,1323,9,unidentified,1
jobless,57,high_school,married,mobile,February,5,1063,2,unidentified,1
independent_worker,30,college,married,mobile,May,4,781,3,successful,1
executive,32,college,single,mobile,April,20,148,2,unidentified,0
student,26,high_school,single,mobile,May,22,223,1,successful,1
executive,53,college,divorced,mobile,August,27,202,6,unidentified,0
administrative_staff,37,high_school,single,landline,January,29,143,3,unidentified,0
student,18,unidentified,single,mobile,August,25,130,2,unidentified,1
executive,34,college,married,mobile,December,15,324,2,unidentified,1
domestic_worker,44,high_school,married,unidentified,June,11,232,2,unidentified,0
executive,64,college,married,mobile,October,29,164,1,unidentified,1
administrative_staff,48,high_school,married,mobile,February,5,238,3,unidentified,0
technical_specialist,32,college,married,mobile,August,17,219,1,unsuccessful,0
administrative_staff,36,high_school,divorced,mobile,October,13,204,2,unsuccessful,1
retired_worker,68,elementary_school,married,mobile,April,27,252,1,unsuccessful,0
domestic_worker,37,college,married,mobile,May,12,132,1,unidentified,0
executive,29,college,single,mobile,August,19,634,1,unidentified,1
retired_worker,58,elementary_school,married,mobile,June,5,255,1,unidentified,1
administrative_staff,51,high_school,married,mobile,July,21,195,1,unidentified,0
technical_specialist,40,college,married,mobile,April,23,499,6,successful,1
administrative_staff,48,high_school,married,mobile,October,21,419,1,unidentified,1
